지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 원주시 개운동,433-9,433,9,원흥1단지,64.624,201910,17,5000,4,1990,송림길 17
강원도 원주시 개운동,328-1,328,1,원흥3단지,59.9,201910,11,6500,12,1993,치악로1735번길 56
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,201910,13,6850,6,2001,시청로 524
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,201910,1,7900,1,2002,단관초교길 9
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,201910,9,8000,11,2002,단관초교길 9
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,201910,11,7200,5,2002,단관초교길 9
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,201910,24,7400,12,2002,단관초교길 9
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,201910,9,7700,11,2002,나비허리길 188
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,201910,26,7700,5,2002,나비허리길 188
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,201910,4,17500,10,2005,시청로 496
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,201910,9,15650,13,2005,시청로 496
강원도 원주시 관설동,1774-2,1774,2,현진에버빌4차,84.976,201910,2,16000,4,2004,시청로 494
강원도 원주시 단계동,807,807,0,단계롯데,84.91,201910,1,11100,2,1993,백간길 53
강원도 원주시 단계동,807,807,0,단계롯데,76.54,201910,2,10300,3,1993,백간길 53
강원도 원주시 단계동,1166,1166,0,단계이안1단지,84.93,201910,14,18000,2,2007,모란1길 51
강원도 원주시 단계동,1165,1165,0,단계이안2단지,84.93,201910,27,19400,15,2007,모란1길 52
강원도 원주시 단계동,808-1,808,1,라이프타운,101.67,201910,12,15000,11,1993,백간길 72
강원도 원주시 단계동,1095-1,1095,1,봉화산e-편한세상,84.98,201910,9,23000,5,2006,봉화로 67
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,74.6711,201910,2,23150,19,2016,백간길 17
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,84.9883,201910,4,25300,8,2016,백간길 17
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,74.6711,201910,19,22450,16,2016,백간길 17
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,84.9883,201910,19,26000,3,2016,백간길 17
강원도 원주시 단계동,1084-1,1084,1,성일,114.99,201910,31,11000,1,1995,모래내길 50
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,59.9671,201910,1,19500,25,2018,백간길 17-1
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9794,201910,10,28000,11,2018,백간길 17-1
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9794,201910,30,27900,16,2018,백간길 17-1
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,84.8617,201910,13,32500,26,2017,봉화서부로 11
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,72.8686,201910,23,25800,16,2017,봉화서부로 11
강원도 원주시 단계동,880,880,0,코오롱,84.59,201910,5,15200,11,1994,로아노크로 15
강원도 원주시 단계동,880,880,0,코오롱,59.73,201910,17,11500,14,1994,로아노크로 15
강원도 원주시 단계동,880,880,0,코오롱,59.73,201910,30,11000,10,1994,로아노크로 15
강원도 원주시 단계동,507,507,0,현대3차,84.93,201910,13,12800,10,1992,원문로 176
강원도 원주시 단계동,507,507,0,현대3차,84.93,201910,19,11000,8,1992,원문로 176
강원도 원주시 단계동,806-1,806,1,현진,84.74,201910,12,12200,5,1993,봉화로 122
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,59.808,201910,24,15000,11,2006,서원대로 427
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,84.98,201910,30,20700,13,2006,서원대로 427
강원도 원주시 단구동,1589-1,1589,1,구곡2현대,77.82,201910,31,12800,7,1998,늘품로 16
강원도 원주시 단구동,1451,1451,0,단구동휴플러스,84.9035,201910,7,27000,9,2017,단구로 250
강원도 원주시 단구동,1451,1451,0,단구동휴플러스,84.6989,201910,11,27500,16,2017,단구로 250
강원도 원주시 단구동,1451,1451,0,단구동휴플러스,84.6989,201910,19,27300,19,2017,단구로 250
강원도 원주시 단구동,1451,1451,0,단구동휴플러스,84.9035,201910,31,26900,12,2017,단구로 250
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,201910,8,11000,1,1997,남원로 524
강원도 원주시 단구동,1517-1,1517,1,대림,59.901,201910,15,10000,5,1997,남원로 524
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,201910,16,11500,11,1997,남원로 524
강원도 원주시 단구동,1517-1,1517,1,대림,59.901,201910,18,12000,7,1997,남원로 524
강원도 원주시 단구동,1520,1520,0,두산,134.97,201910,9,19000,12,1997,남원로 496
강원도 원주시 단구동,1520,1520,0,두산,134.97,201910,29,17500,13,1997,남원로 496
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,201910,28,9500,15,1998,단구로 418
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,201910,1,15800,13,2005,단구로 424
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,201910,30,15000,4,2005,단구로 424
강원도 원주시 단구동,186-2,186,2,원흥4,59.82,201910,2,7400,3,1995,치악로 1634
강원도 원주시 단구동,186-2,186,2,원흥4,59.82,201910,21,6600,15,1995,치악로 1634
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,201910,8,15000,4,2003,강변로 119
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,201910,17,16300,18,2003,강변로 119
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,133.8208,201910,16,22500,6,2008,단관공원길 111
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,106.5144,201910,17,20000,13,2008,단관공원길 111
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9748,201910,19,16700,15,2008,단관공원길 111
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9748,201910,22,17500,5,2008,단관공원길 111
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9829,201910,22,17500,3,2008,단관공원길 111
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,201910,14,7700,12,2000,단구로 408
강원도 원주시 단구동,1679,1679,0,청솔3차,58.65,201910,15,7200,3,2000,단구로 406
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,201910,23,7200,13,2001,단구로 416
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,201910,7,10900,12,1997,남원로 526
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,201910,13,10800,14,1997,남원로 526
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,201910,23,8000,1,1997,남원로 526
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,201910,23,11700,12,1997,남원로 526
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,201910,31,12300,13,1997,남원로 526
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,201910,1,8600,1,1997,남원로 492
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,201910,1,9700,15,1997,남원로 492
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,201910,9,11200,5,1997,남원로 492
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,201910,12,12600,9,1997,남원로 492
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,201910,14,13000,9,1997,남원로 492
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,201910,2,15500,9,2001,나비허리길 22
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,201910,3,17700,6,2001,나비허리길 22
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,201910,26,18300,14,2001,나비허리길 22
강원도 원주시 단구동,1588-1,1588,1,현진에버빌2,59.761,201910,8,13500,13,2002,늘품로 38
강원도 원주시 단구동,1588-1,1588,1,현진에버빌2,59.761,201910,22,13200,5,2002,늘품로 38
강원도 원주시 단구동,1682-1,1682,1,현진에버빌5차,84.977,201910,25,22500,7,2006,단구로 413
강원도 원주시 단구동,1682-3,1682,3,현진에버빌6차,84.977,201910,17,22700,9,2006,단구로 411
강원도 원주시 명륜동,847-1,847,1,구곡청구1단지,101.95,201910,10,17400,5,1997,남원로469번길 81
강원도 원주시 명륜동,847-3,847,3,구곡청구2단지,84.79,201910,5,13000,2,1997,남원로 441
강원도 원주시 명륜동,847-3,847,3,구곡청구2단지,84.79,201910,11,11489,4,1997,남원로 441
강원도 원주시 명륜동,376,376,0,단구1차,39.63,201910,7,5100,5,1988,남원로527번길 61
강원도 원주시 명륜동,376,376,0,단구1차,32.43,201910,8,4400,4,1988,남원로527번길 61
강원도 원주시 명륜동,376,376,0,단구1차,25.14,201910,17,3250,1,1988,남원로527번길 61
강원도 원주시 명륜동,376,376,0,단구1차,39.63,201910,22,5500,1,1988,남원로527번길 61
강원도 원주시 명륜동,480,480,0,단구2단지,46.68,201910,11,6350,3,1990,남원로527번길 23
강원도 원주시 명륜동,480,480,0,단구2단지,46.68,201910,14,7000,5,1990,남원로527번길 23
강원도 원주시 명륜동,480,480,0,단구2단지,46.68,201910,22,6400,4,1990,남원로527번길 23
강원도 원주시 명륜동,124,124,0,대성현대,75.42,201910,29,11000,5,1991,향교길 53
강원도 원주시 명륜동,847-5,847,5,동보노빌리티1,84.784,201910,23,14500,15,2001,시청로 255
강원도 원주시 명륜동,847-4,847,4,동보노빌리티2,118.747,201910,1,16500,15,2002,시청로 267
강원도 원주시 명륜동,710,710,0,명륜행운주공,49.94,201910,16,6500,1,1992,예술관길 32
강원도 원주시 명륜동,802,802,0,성원,75.06,201910,9,15500,8,2000,무실로 155
강원도 원주시 명륜동,Jan-90,90,1,세경1,56.42,201910,1,8500,3,1985,남원로 661
강원도 원주시 명륜동,Jan-90,90,1,세경1,55.26,201910,24,7500,1,1985,남원로 661
강원도 원주시 명륜동,Jan-90,90,1,세경1,56.42,201910,26,8800,3,1985,남원로 661
강원도 원주시 명륜동,774,774,0,영진3,59.945,201910,17,8000,2,1994,서원대로 306
강원도 원주시 명륜동,547,547,0,원주삼성,76.735,201910,24,10400,3,1990,예술관길 15
강원도 원주시 명륜동,710,710,0,행운,44.94,201910,24,6900,7,1992,예술관길 32
강원도 원주시 명륜동,205-37,205,37,현대1,84.97,201910,11,9300,15,1990,남산로 30
강원도 원주시 명륜동,205-37,205,37,현대1,84.97,201910,24,8900,6,1990,남산로 30
강원도 원주시 무실동,1651,1651,0,뜨란채,84.94,201910,18,18700,7,2006,시청로 90
강원도 원주시 무실동,1651,1651,0,뜨란채,84.94,201910,23,18400,8,2006,시청로 90
강원도 원주시 무실동,1651,1651,0,뜨란채,84.94,201910,23,18300,7,2006,시청로 90
강원도 원주시 무실동,1714,1714,0,무실e-편한세상,124.1326,201910,21,37000,7,2009,만대로 89
강원도 원주시 무실동,1714,1714,0,무실e-편한세상,153.7215,201910,24,44600,14,2009,만대로 89
강원도 원주시 무실동,1868-6,1868,6,무실우미린,84.9919,201910,5,28500,13,2014,무실로 455
강원도 원주시 무실동,1868-6,1868,6,무실우미린,76.9813,201910,5,25500,10,2014,무실로 455
강원도 원주시 무실동,1868-6,1868,6,무실우미린,84.9109,201910,9,26000,3,2014,무실로 455
강원도 원주시 무실동,1868-6,1868,6,무실우미린,75.3028,201910,9,26300,18,2014,무실로 455
강원도 원주시 무실동,1868-6,1868,6,무실우미린,75.3028,201910,19,26000,19,2014,무실로 455
강원도 원주시 무실동,1868-6,1868,6,무실우미린,84.9109,201910,19,28900,12,2014,무실로 455
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,1,14000,12,2003,시청로 92
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,10,15000,4,2003,시청로 92
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,13,15200,5,2003,시청로 92
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,20,14200,12,2003,시청로 92
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,27,13500,3,2003,시청로 92
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,201910,31,14000,5,2003,시청로 92
강원도 원주시 무실동,1644,1644,0,무실주공4단지,84.52,201910,5,17100,11,2001,시청로 88
강원도 원주시 무실동,1644,1644,0,무실주공4단지,84.52,201910,10,16000,6,2001,시청로 88
강원도 원주시 무실동,1644,1644,0,무실주공4단지,84.52,201910,17,16500,3,2001,시청로 88
강원도 원주시 무실동,1640,1640,0,요진보네르카운티,117.13,201910,18,24700,5,2004,시청로 64
강원도 원주시 무실동,1640,1640,0,요진보네르카운티,117.13,201910,27,25000,1,2004,시청로 64
강원도 원주시 무실동,1715-1,1715,1,원주무실6단지휴먼시아,84.81,201910,6,22500,11,2010,만대로 119
강원도 원주시 무실동,1715-1,1715,1,원주무실6단지휴먼시아,84.95,201910,7,20500,14,2010,만대로 119
강원도 원주시 무실동,1715-1,1715,1,원주무실6단지휴먼시아,84.81,201910,21,21850,5,2010,만대로 119
강원도 원주시 무실동,1715-1,1715,1,원주무실6단지휴먼시아,84.9,201910,26,21300,4,2010,만대로 119
강원도 원주시 무실동,1861-1,1861,1,원주시 무실 세영리첼 1차,84.9704,201910,4,26500,12,2014,무실로 382
강원도 원주시 무실동,1868-1,1868,1,원주시 무실 세영리첼 2차 ,84.9616,201910,3,26600,16,2015,무실로 415
강원도 원주시 무실동,1868-1,1868,1,원주시 무실 세영리첼 2차 ,84.9616,201910,10,26800,11,2015,무실로 415
강원도 원주시 무실동,1868-1,1868,1,원주시 무실 세영리첼 2차 ,84.9839,201910,30,28800,7,2015,무실로 415
강원도 원주시 문막읍 건등리,1741-1,1741,1,극동스타클래스,84.856,201910,10,16200,13,2008,건등로 67
강원도 원주시 문막읍 건등리,1743,1743,0,서원주코아루아너스,84.797,201910,4,20000,11,2018,원문로 1700
강원도 원주시 문막읍 건등리,1743,1743,0,서원주코아루아너스,84.625,201910,16,20600,11,2018,원문로 1700
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,201910,2,8100,12,1997,건등로 41
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,201910,7,8700,13,1997,건등로 41
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,201910,22,10000,10,1997,건등로 41
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,201910,24,9200,11,1997,건등로 41
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,201910,28,7200,3,1997,건등로 41
강원도 원주시 문막읍 동화리,1264-3,1264,3,동보렉스6차,84.9,201910,31,9000,11,1993,원문로 1578
강원도 원주시 문막읍 동화리,1543,1543,0,문막현진,52.06,201910,1,6400,2,1997,왕건로 77
강원도 원주시 반곡동,Jul-64,1964,7,반곡모아엘가,84.8201,201910,3,26300,14,2017,세계로 111
강원도 원주시 반곡동,Jul-64,1964,7,반곡모아엘가,84.9294,201910,8,25750,6,2017,세계로 111
강원도 원주시 반곡동,Jul-64,1964,7,반곡모아엘가,84.9294,201910,9,27000,12,2017,세계로 111
강원도 원주시 반곡동,Jul-64,1964,7,반곡모아엘가,93.8094,201910,16,25500,2,2017,세계로 111
강원도 원주시 반곡동,Jul-64,1964,7,반곡모아엘가,84.9294,201910,30,25000,5,2017,세계로 111
강원도 원주시 반곡동,1802,1802,0,반곡벽산2차아파트,84.936,201910,9,18400,15,2008,반곡길 45
강원도 원주시 반곡동,1802,1802,0,반곡벽산2차아파트,84.967,201910,26,21500,11,2008,반곡길 45
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,84.967,201910,1,17000,2,2007,반곡길 48
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,84.967,201910,6,19000,14,2007,반곡길 48
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,84.967,201910,8,18000,9,2007,반곡길 48
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,84.967,201910,15,19000,2,2007,반곡길 48
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,123.52,201910,21,24000,14,2007,반곡길 48
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,84.967,201910,21,19750,7,2007,반곡길 48
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,117.4263,201910,4,28800,12,2008,늘품로 199
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,84.9818,201910,21,19300,8,2008,늘품로 199
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,158.4784,201910,22,40700,11,2008,늘품로 199
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,84.9818,201910,25,20700,6,2008,늘품로 199
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,84.8681,201910,29,21000,7,2008,늘품로 199
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,117.4263,201910,30,25500,5,2008,늘품로 199
강원도 원주시 반곡동,2069,2069,0,이편한세상 반곡,84.9792,201910,11,25600,4,2018,오리현길 62
강원도 원주시 반곡동,2069,2069,0,이편한세상 반곡,84.9473,201910,18,28000,8,2018,오리현길 62
강원도 원주시 반곡동,2069,2069,0,이편한세상 반곡,84.9927,201910,26,29000,15,2018,오리현길 62
강원도 원주시 반곡동,May-47,2047,5,중흥에스-클래스프라디움,84.9875,201910,19,26000,6,2016,배울로 24
강원도 원주시 반곡동,May-47,2047,5,중흥에스-클래스프라디움,84.9937,201910,25,28000,8,2016,배울로 24
강원도 원주시 반곡동,Apr-42,2042,4,푸른숨 휴브레스,84.92,201910,1,22000,5,2013,혁신로 92
강원도 원주시 반곡동,Apr-42,2042,4,푸른숨 휴브레스,84.92,201910,4,22800,7,2013,혁신로 92
강원도 원주시 반곡동,Apr-42,2042,4,푸른숨 휴브레스,84.92,201910,5,22000,6,2013,혁신로 92
강원도 원주시 반곡동,Apr-42,2042,4,푸른숨 휴브레스,84.92,201910,24,21700,6,2013,혁신로 92
강원도 원주시 반곡동,1816-3,1816,3,푸른숨엘에이치11단지,84.96,201910,3,21300,12,2014,혁신로 400
강원도 원주시 반곡동,1816-3,1816,3,푸른숨엘에이치11단지,84.97,201910,4,20600,13,2014,혁신로 400
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임 5단지,84.9671,201910,2,27000,19,2015,혁신로 91
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임 5단지,84.9593,201910,6,30000,10,2015,혁신로 91
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임 5단지,84.9593,201910,7,31000,18,2015,혁신로 91
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임 5단지,84.9593,201910,12,30950,9,2015,혁신로 91
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임 5단지,84.9593,201910,15,23000,3,2015,혁신로 91
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,7,10000,6,1995,행구로 84
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,11,9000,14,1995,행구로 84
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,20,8900,4,1995,행구로 84
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,28,9670,5,1995,행구로 84
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,28,8850,5,1995,행구로 84
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,201910,29,9300,8,1995,행구로 84
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,59.5526,201910,2,15900,9,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,9,17500,7,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,13,16700,3,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,15,18000,17,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,16,16300,20,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,17,16400,22,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,59.5526,201910,20,15000,14,2004,치악로 1883
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,201910,23,17400,11,2004,치악로 1883
강원도 원주시 봉산동,1182,1182,0,현대,53.012,201910,15,5200,6,1993,봉산로 82
강원도 원주시 소초면 장양리,816,816,0,영진1차,59.88,201910,25,5050,5,1992,장막2길 12
강원도 원주시 소초면 장양리,816,816,0,영진1차,84.76,201910,30,7000,10,1992,장막2길 12
강원도 원주시 소초면 장양리,816-2,816,2,영진4차,37.12,201910,15,2800,7,2006,장막2길 10
강원도 원주시 우산동,157,157,0,덕원,72.36,201910,14,8200,13,1992,원문로100번길 90
강원도 원주시 우산동,157,157,0,덕원,72.36,201910,23,8500,11,1992,원문로100번길 90
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,201910,1,17000,6,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,59.727,201910,3,14400,4,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,116.161,201910,3,20000,20,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,201910,5,16000,13,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,201910,11,16500,14,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,201910,26,15700,4,2012,우산공단길 23
강원도 원주시 우산동,821,821,0,원주신일유토빌,59.727,201910,28,13200,4,2012,우산공단길 23
강원도 원주시 우산동,823,823,0,한라비발디2차,84.52,201910,1,20000,9,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,84.31,201910,3,20300,6,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,84.52,201910,6,20350,4,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,84.22,201910,13,21000,18,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,59.12,201910,14,17000,12,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,59.12,201910,19,17400,13,2014,봉화로 231
강원도 원주시 우산동,823,823,0,한라비발디2차,84.52,201910,25,20600,11,2014,봉화로 231
강원도 원주시 원동,295,295,0,원동주공2,51.02,201910,28,7800,2,1989,무실로 121
강원도 원주시 원동,113-1,113,1,원동진로,49.14,201910,25,6400,13,1999,남산로48번길 26
강원도 원주시 원동,273-1,273,1,한주,84.69,201910,14,12000,17,1995,무실로 91
강원도 원주시 일산동,333-3,333,3,우보삼성,69.87,201910,15,8900,4,1993,남산로 103
강원도 원주시 일산동,247-162,247,162,일산국제,84.9,201910,5,12000,11,2001,남산로 141
강원도 원주시 일산동,247-162,247,162,일산국제,84.9,201910,31,11950,2,2001,남산로 141
강원도 원주시 지정면 가곡리,1453,1453,0,EG-the1 아파트,84.9822,201910,7,22500,10,2019,신지정로 325
강원도 원주시 지정면 가곡리,1453,1453,0,EG-the1 아파트,59.9473,201910,19,17400,11,2019,신지정로 325
강원도 원주시 지정면 가곡리,1537,1537,0,원주 롯데캐슬 더 퍼스트 1차,59.9996,201910,3,17800,13,2018,가곡로 50
강원도 원주시 지정면 가곡리,1537,1537,0,원주 롯데캐슬 더 퍼스트 1차,59.9996,201910,6,19700,20,2018,가곡로 50
강원도 원주시 지정면 가곡리,1537,1537,0,원주 롯데캐슬 더 퍼스트 1차,59.9996,201910,15,17950,27,2018,가곡로 50
강원도 원주시 지정면 가곡리,1537,1537,0,원주 롯데캐슬 더 퍼스트 1차,59.9479,201910,26,18800,6,2018,가곡로 50
강원도 원주시 지정면 가곡리,1534,1534,0,원주 롯데캐슬 더 퍼스트 2차,59.9996,201910,3,19300,28,2018,가곡로 70
강원도 원주시 지정면 가곡리,1534,1534,0,원주 롯데캐슬 더 퍼스트 2차,59.9996,201910,5,19000,13,2018,가곡로 70
강원도 원주시 태장동,2731,2731,0,e편한세상 원주태장,59.9574,201910,8,18500,18,2018,현충로232번길 42
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,201910,2,8300,1,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,201910,2,12500,9,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,201910,3,9600,14,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,201910,4,8900,5,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,201910,7,8400,3,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,201910,10,13500,9,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,201910,12,12300,6,2006,포란재로 36
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,201910,17,14000,14,2006,포란재로 36
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,201910,9,7000,9,1995,흥양로 30
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,201910,15,6400,4,1995,흥양로 30
강원도 원주시 태장동,546,546,0,두진백로,58.74,201910,11,6450,2,1999,흥양로 64
강원도 원주시 태장동,546,546,0,두진백로,28.14,201910,22,3400,12,1999,흥양로 64
강원도 원주시 태장동,1836,1836,0,백운3차,49.29,201910,15,6300,8,2000,태장공단길 10
강원도 원주시 태장동,1836,1836,0,백운3차,40.83,201910,17,3900,10,2000,태장공단길 10
강원도 원주시 태장동,1836,1836,0,백운3차,49.29,201910,29,6500,4,2000,태장공단길 10
강원도 원주시 태장동,551,551,0,삼정백조,49.77,201910,16,4900,6,1997,흥양로102번길 22
강원도 원주시 태장동,551,551,0,삼정백조,59.4,201910,24,8450,9,1997,흥양로102번길 22
강원도 원주시 태장동,128-9,128,9,성호2차샤인힐즈,59.73,201910,1,9300,14,2004,현충로58번길 71
강원도 원주시 태장동,128-9,128,9,성호2차샤인힐즈,75.408,201910,8,10000,15,2004,현충로58번길 71
강원도 원주시 태장동,128-9,128,9,성호2차샤인힐즈,59.73,201910,16,8500,1,2004,현충로58번길 71
강원도 원주시 태장동,2717,2717,0,요진보네르카운티2차,75.02,201910,4,15000,4,2007,현충로 295
강원도 원주시 태장동,2717,2717,0,요진보네르카운티2차,84.98,201910,9,18300,3,2007,현충로 295
강원도 원주시 태장동,2717,2717,0,요진보네르카운티2차,75.02,201910,15,14950,4,2007,현충로 295
강원도 원주시 태장동,1266-6,1266,6,태봉우성2,73.29,201910,3,9000,9,1992,현충로 304
강원도 원주시 태장동,1266-6,1266,6,태봉우성2,73.29,201910,14,8000,11,1992,현충로 304
강원도 원주시 태장동,129,129,0,태장동 성호아파트,49.995,201910,7,6000,10,1998,치악로 2047
강원도 원주시 태장동,129,129,0,태장동 성호아파트,59.815,201910,11,6000,10,1998,치악로 2047
강원도 원주시 태장동,129,129,0,태장동 성호아파트,59.815,201910,14,6400,14,1998,치악로 2047
강원도 원주시 태장동,129,129,0,태장동 성호아파트,59.815,201910,29,5900,11,1998,치악로 2047
강원도 원주시 태장동,128-1,128,1,태장동보렉스(8차),74.25,201910,24,8500,8,1997,치악로 2033
강원도 원주시 태장동,2708,2708,0,태장주공2,59.67,201910,29,9000,5,1997,흥양로51번길 18
강원도 원주시 태장동,2708,2708,0,태장주공2,39.44,201910,31,5000,4,1997,흥양로51번길 18
강원도 원주시 태장동,2708,2708,0,태장주공3,49.61,201910,14,6000,10,1997,흥양로51번길 16
강원도 원주시 태장동,2708,2708,0,태장주공3,49.61,201910,17,6500,9,1997,흥양로51번길 16
강원도 원주시 태장동,2708,2708,0,태장주공3,49.61,201910,23,7800,10,1997,흥양로51번길 16
강원도 원주시 태장동,682,682,0,현대,59.445,201910,1,8530,10,1995,현충로58번길 29
